order_id,session_id,user_id,order_ts,gross_amount,discount_amount,shipping_amount,net_amount
O00008839,S00357856,U001912,2025-10-01T23:06:14,5054.36,561.99,0.0,4492.37
O00008840,S00357887,U002138,2025-10-01T18:08:20,2846.72,264.96,0.0,2581.76
O00008841,S00357917,U000798,2025-10-02T18:37:28,4767.06,32.12,0.0,4734.94
O00008842,S00357928,U001787,2025-10-02T16:42:57,10340.18,869.84,0.0,9470.34
O00008843,S00357979,U002597,2025-10-03T20:01:41,2581.33,152.06,0.0,2429.27
O00008844,S00357997,U002083,2025-10-03T22:31:39,2237.82,183.36,0.0,2054.46
O00008845,S00358059,U000548,2025-10-03T17:40:29,2604.1,156.55,0.0,2447.55
O00008846,S00358112,U000700,2025-10-03T07:03:27,3346.49,298.93,0.0,3047.56
O00008847,S00358126,U000125,2025-10-04T06:22:38,2027.77,180.71,0.0,1847.06
O00008848,S00358158,U001725,2025-10-04T09:27:09,3356.73,173.11,0.0,3183.62
O00008849,S00358427,U000152,2025-10-07T10:23:12,9318.09,1183.58,0.0,8134.51
O00008850,S00358434,U002360,2025-10-07T12:09:03,15512.17,2235.58,0.0,13276.59
O00008851,S00358496,,2025-10-07T09:11:00,5706.13,913.6,0.0,4792.53
O00008852,S00358573,U000801,2025-10-08T17:35:37,17560.44,824.12,0.0,16736.32
O00008853,S00358598,U001934,2025-10-08T18:09:32,4065.6,228.8,0.0,3836.8
O00008854,S00358649,U001269,2025-10-08T04:59:41,5840.65,311.72,0.0,5528.93
O00008855,S00358768,U000109,2025-10-09T20:39:49,8387.18,644.01,0.0,7743.17
O00008856,S00358812,U000757,2025-10-09T11:07:21,3212.07,145.96,0.0,3066.11
O00008857,S00358839,U002525,2025-10-10T00:08:30,12483.39,1179.47,0.0,11303.92
O00008858,S00358941,,2025-10-11T13:34:11,6654.09,689.79,0.0,5964.3
O00008859,S00359028,U001262,2025-10-11T09:48:39,6674.09,352.28,0.0,6321.81
O00008860,S00359048,U000870,2025-10-12T08:38:36,5441.89,429.19,0.0,5012.7
O00008861,S00359081,U000594,2025-10-12T05:12:16,2926.1,245.8,0.0,2680.3
O00008862,S00359204,U001486,2025-10-13T02:56:13,8480.64,580.48,0.0,7900.16
O00008863,S00359277,U001008,2025-10-13T17:09:55,5590.31,435.42,0.0,5154.89
O00008864,S00359287,U001251,2025-10-13T22:50:02,13747.18,310.67,0.0,13436.51
O00008865,S00359373,U001794,2025-10-14T22:35:55,819.75,23.45,56.57,852.88
O00008866,S00359438,U001544,2025-10-14T13:57:15,8252.64,944.85,0.0,7307.79
O00008867,S00359468,U000798,2025-10-15T13:26:07,8864.78,580.34,0.0,8284.44
O00008868,S00359486,U002252,2025-10-15T17:58:58,10244.37,664.75,0.0,9579.62
O00008869,S00359489,U002357,2025-10-15T23:52:52,7192.26,334.31,0.0,6857.95
O00008870,S00359628,U000527,2025-10-16T04:04:25,1280.32,119.69,78.23,1238.86
O00008871,S00359673,U002112,2025-10-16T07:40:23,8157.54,851.14,0.0,7306.4
O00008872,S00359728,,2025-10-17T16:22:43,5034.22,348.96,0.0,4685.26
O00008873,S00359787,,2025-10-17T12:10:00,4150.8,398.58,0.0,3752.22
O00008874,S00359864,U001028,2025-10-18T16:58:41,14195.96,999.7,0.0,13196.26
O00008875,S00359895,U001142,2025-10-19T12:39:37,6005.59,442.81,0.0,5562.78
O00008876,S00359961,U001896,2025-10-19T16:27:38,4924.46,408.1,0.0,4516.36
O00008877,S00360015,U001126,2025-10-19T16:29:18,7500.56,718.4,0.0,6782.16
O00008878,S00360166,U002599,2025-10-21T18:38:11,1225.28,103.56,77.07,1198.79
O00008879,S00360179,U000243,2025-10-21T13:09:14,7127.01,650.4,0.0,6476.61
O00008880,S00360184,,2025-10-21T10:42:17,4643.99,286.16,0.0,4357.83
O00008881,S00360230,U000630,2025-10-21T10:14:46,6827.65,388.0,0.0,6439.65
O00008882,S00360244,U002571,2025-10-21T18:22:39,5454.23,207.67,0.0,5246.56
O00008883,S00360287,,2025-10-22T19:45:05,2679.48,331.57,0.0,2347.91
O00008884,S00360392,U001199,2025-10-23T22:20:58,1094.54,181.16,49.57,962.95
O00008885,S00360471,U001347,2025-10-23T21:02:21,8994.98,1352.23,0.0,7642.75
O00008886,S00360593,U000117,2025-10-24T22:38:49,8713.35,613.69,0.0,8099.66
O00008887,S00360596,U002037,2025-10-24T00:59:41,8189.66,856.95,0.0,7332.71
O00008888,S00360615,U001461,2025-10-24T09:55:59,1143.52,98.0,38.56,1084.08
O00008889,S00360682,U001122,2025-10-25T08:14:33,15483.91,1142.81,0.0,14341.1
O00008890,S00360777,U000927,2025-10-26T19:56:54,5497.56,358.38,0.0,5139.18
O00008891,S00360846,,2025-10-26T14:25:03,9134.21,552.5,0.0,8581.71
O00008892,S00360887,U001689,2025-10-26T16:19:18,6979.76,265.95,0.0,6713.81
O00008893,S00361001,U001666,2025-10-27T01:12:22,12536.25,1528.85,0.0,11007.4
O00008894,S00361012,U000453,2025-10-27T15:11:02,2181.41,281.28,0.0,1900.13
O00008895,S00361027,U001165,2025-10-27T03:08:14,6877.94,640.02,0.0,6237.92
O00008896,S00361096,U000505,2025-10-28T23:22:03,4466.46,327.24,0.0,4139.22
O00008897,S00361120,U002370,2025-10-28T22:08:41,6044.03,317.7,0.0,5726.33
O00008898,S00361140,U000671,2025-10-29T18:54:46,8397.72,398.25,0.0,7999.47
O00008899,S00361185,U000316,2025-10-29T22:13:45,1830.48,141.51,105.14,1794.11
O00008900,S00361209,U002520,2025-10-29T11:57:39,3583.78,296.64,0.0,3287.14
O00008901,S00361212,U001488,2025-10-29T21:55:27,1826.79,170.48,57.99,1714.3
O00008902,S00361304,U002214,2025-10-30T05:52:11,3657.92,254.94,0.0,3402.98
O00008903,S00361305,U001876,2025-10-30T11:45:33,6774.43,717.74,0.0,6056.69
O00008904,S00361344,,2025-10-30T19:20:12,8180.2,237.79,0.0,7942.41
O00008905,S00361347,U001481,2025-10-30T02:45:45,8546.84,420.88,0.0,8125.96
O00008906,S00361405,U001079,2025-10-31T14:55:46,868.03,61.04,99.35,906.34
O00008907,S00361474,U000671,2025-10-31T22:45:07,11354.31,374.96,0.0,10979.35
O00008908,S00361480,U000218,2025-10-31T03:38:05,3840.26,341.09,0.0,3499.17
O00008909,S00361502,U001848,2025-10-31T08:05:40,2844.72,153.49,0.0,2691.23
O00008910,S00361513,U000255,2025-11-01T17:49:55,6900.55,879.68,0.0,6020.87
O00008911,S00361532,U002342,2025-11-01T15:06:54,9855.98,1210.6,0.0,8645.38
O00008912,S00361609,,2025-11-02T15:54:42,3595.25,499.06,0.0,3096.19
O00008913,S00361645,U001016,2025-11-02T02:01:16,1598.19,226.4,38.26,1410.05
O00008914,S00361719,U001501,2025-11-02T13:45:14,3999.76,613.9,0.0,3385.86
O00008915,S00361746,U002420,2025-11-03T14:53:05,6941.66,753.19,0.0,6188.47
O00008916,S00361806,U001750,2025-11-03T14:53:01,3027.0,402.11,0.0,2624.89
O00008917,S00361820,U001459,2025-11-03T08:59:53,8393.02,1317.43,0.0,7075.59
O00008918,S00361824,U000142,2025-11-03T02:30:37,4984.93,820.66,0.0,4164.27
O00008919,S00361852,U000188,2025-11-03T21:55:56,11346.4,1141.67,0.0,10204.73
O00008920,S00361886,U000506,2025-11-04T09:46:49,3767.76,598.8,0.0,3168.96
O00008921,S00361920,U002007,2025-11-04T23:11:48,3046.87,421.83,0.0,2625.04
O00008922,S00362001,U001737,2025-11-04T23:48:04,16762.56,2260.59,0.0,14501.97
O00008923,S00362067,U000888,2025-11-05T06:43:09,5822.65,623.63,0.0,5199.02
O00008924,S00362090,,2025-11-05T03:02:35,4141.71,588.41,0.0,3553.3
O00008925,S00362183,,2025-11-06T21:55:22,8066.08,947.24,0.0,7118.84
O00008926,S00362244,U002305,2025-11-06T23:21:39,8636.8,1139.68,0.0,7497.12
O00008927,S00362294,U000586,2025-11-07T17:10:49,2294.67,303.77,0.0,1990.9
O00008928,S00362308,U002515,2025-11-07T22:28:00,3703.21,386.18,0.0,3317.03
O00008929,S00362382,U001207,2025-11-07T06:09:03,2747.4,413.56,0.0,2333.84
O00008930,S00362426,U001951,2025-11-08T07:29:27,4597.28,270.22,0.0,4327.06
O00008931,S00362450,U001161,2025-11-08T16:36:00,4539.03,243.77,0.0,4295.26
O00008932,S00362715,U002381,2025-11-09T04:34:03,10656.38,565.8,0.0,10090.58
O00008933,S00362720,,2025-11-09T17:54:24,1709.49,72.34,86.8,1723.95
O00008934,S00362740,U000398,2025-11-09T16:34:28,5214.67,402.7,0.0,4811.97
O00008935,S00362882,U000087,2025-11-10T15:39:47,14269.15,495.2,0.0,13773.95
O00008936,S00362907,U000221,2025-11-10T16:24:44,14674.96,764.31,0.0,13910.65
O00008937,S00362916,,2025-11-10T05:08:41,9272.98,723.12,0.0,8549.86
O00008938,S00362919,U001752,2025-11-10T06:32:23,5678.4,399.0,0.0,5279.4
O00008939,S00362949,U002098,2025-11-11T18:51:39,9571.58,996.92,0.0,8574.66
O00008940,S00362963,U000676,2025-11-11T00:57:26,2179.11,165.39,0.0,2013.72
O00008941,S00363025,U001276,2025-11-11T00:54:12,14951.81,1203.37,0.0,13748.44
O00008942,S00363064,U001836,2025-11-12T09:13:15,2567.15,97.24,0.0,2469.91
O00008943,S00363065,U000778,2025-11-12T11:14:32,5728.04,413.87,0.0,5314.17
O00008944,S00363207,,2025-11-14T01:25:51,8931.11,716.6,0.0,8214.51
O00008945,S00363365,U001021,2025-11-16T15:15:52,2165.2,62.16,0.0,2103.04
O00008946,S00363370,U000260,2025-11-16T18:48:32,12797.12,608.59,0.0,12188.53
O00008947,S00363400,U001239,2025-11-16T20:15:16,15015.5,896.88,0.0,14118.62
O00008948,S00363415,,2025-11-16T05:55:19,5976.98,515.29,0.0,5461.69
O00008949,S00363470,U000636,2025-11-16T21:17:02,3242.36,204.08,0.0,3038.28
O00008950,S00363506,U001871,2025-11-17T08:10:54,4911.03,362.71,0.0,4548.32
O00008951,S00363556,U000077,2025-11-17T10:27:09,4862.95,266.59,0.0,4596.36
O00008952,S00363671,U000859,2025-11-18T06:59:20,2327.87,180.54,0.0,2147.33
O00008953,S00363681,U000645,2025-11-18T20:26:11,8188.02,694.85,0.0,7493.17
O00008954,S00363763,U001867,2025-11-18T11:33:34,5011.84,272.66,0.0,4739.18
O00008955,S00363859,U001097,2025-11-19T12:24:53,9017.97,547.12,0.0,8470.85
O00008956,S00363957,U001097,2025-11-20T16:47:21,2237.82,67.96,0.0,2169.86
O00008957,S00364057,U001182,2025-11-22T12:06:12,4174.11,342.71,0.0,3831.4
O00008958,S00364123,U001336,2025-11-22T11:55:44,6981.09,591.72,0.0,6389.37
O00008959,S00364187,U002337,2025-11-22T12:12:24,1333.19,102.59,47.46,1278.06
O00008960,S00364208,U001537,2025-11-23T16:54:26,9960.89,948.04,0.0,9012.85
O00008961,S00364257,U002264,2025-11-23T13:58:05,853.59,11.6,37.89,879.88
O00008962,S00364285,U002144,2025-11-23T19:21:25,2685.18,196.18,0.0,2489.0
O00008963,S00364311,U001720,2025-11-24T23:39:56,8704.12,494.62,0.0,8209.5
O00008964,S00364324,U000310,2025-11-24T18:39:34,7579.29,382.63,0.0,7196.66
O00008965,S00364371,U001196,2025-11-24T01:58:37,7350.31,779.76,0.0,6570.55
O00008966,S00364423,U002572,2025-11-24T04:37:27,5205.62,279.51,0.0,4926.11
O00008967,S00364426,U002432,2025-11-24T18:27:12,6570.52,417.44,0.0,6153.08
O00008968,S00364440,,2025-11-24T03:15:45,2009.15,98.49,0.0,1910.66
O00008969,S00364446,,2025-11-24T23:25:39,3789.12,261.86,0.0,3527.26
O00008970,S00364539,U001678,2025-11-26T05:55:28,7426.54,697.18,0.0,6729.36
O00008971,S00364563,U001078,2025-11-26T08:17:15,15775.26,1272.45,0.0,14502.81
O00008972,S00364648,,2025-11-27T09:45:15,8117.15,635.59,0.0,7481.56
O00008973,S00364706,U000471,2025-11-28T10:01:38,4758.27,358.63,0.0,4399.64
O00008974,S00364715,U001619,2025-11-28T22:39:59,3451.99,312.63,0.0,3139.36
O00008975,S00364719,U000984,2025-11-28T05:38:18,2576.46,166.41,0.0,2410.05
O00008976,S00364746,U000713,2025-11-28T15:26:32,9268.9,326.31,0.0,8942.59
O00008977,S00364770,U001750,2025-11-28T13:33:23,9725.57,776.16,0.0,8949.41
O00008978,S00364795,U001577,2025-11-28T23:49:15,1212.74,102.89,68.4,1178.25
O00008979,S00364800,U000462,2025-11-28T11:43:26,6329.97,270.23,0.0,6059.74
O00008980,S00364923,U002519,2025-11-30T09:51:00,5308.01,401.28,0.0,4906.73
O00008981,S00364967,U001592,2025-11-30T10:55:04,8994.07,808.06,0.0,8186.01
O00008982,S00364969,U000995,2025-11-30T14:06:52,1599.86,123.94,99.85,1575.77
O00008983,S00365114,U002361,2025-12-01T19:45:46,3343.2,246.96,0.0,3096.24
O00008984,S00365124,U001019,2025-12-01T20:51:36,4349.86,265.64,0.0,4084.22
O00008985,S00365156,U001686,2025-12-01T07:59:11,4154.75,345.14,0.0,3809.61
O00008986,S00365370,,2025-12-04T18:57:43,5002.68,294.67,0.0,4708.01
O00008987,S00365409,U001609,2025-12-04T08:48:44,2556.3,213.35,0.0,2342.95
O00008988,S00365466,,2025-12-04T12:05:21,975.37,63.01,80.45,992.81
O00008989,S00365540,U002012,2025-12-05T11:07:08,6736.62,306.74,0.0,6429.88
O00008990,S00365595,U001259,2025-12-05T11:26:29,853.59,84.2,55.19,824.58
O00008991,S00365805,,2025-12-07T00:58:50,2172.54,155.45,0.0,2017.09
O00008992,S00365842,U000025,2025-12-07T19:26:14,3035.3,232.29,0.0,2803.01
O00008993,S00365911,U001863,2025-12-08T00:21:40,10270.1,866.21,0.0,9403.89
O00008994,S00365922,U000542,2025-12-08T02:39:12,8735.65,422.66,0.0,8312.99
O00008995,S00365932,U002097,2025-12-08T19:44:34,8736.18,587.57,0.0,8148.61
O00008996,S00365983,U000138,2025-12-08T09:52:30,11317.38,1040.58,0.0,10276.8
O00008997,S00365993,U000156,2025-12-08T13:33:18,4274.94,171.25,0.0,4103.69
O00008998,S00366042,U001700,2025-12-09T02:53:42,9118.76,708.0,0.0,8410.76
O00008999,S00366147,,2025-12-10T04:43:43,7056.12,350.32,0.0,6705.8
O00009000,S00366201,U002349,2025-12-10T19:50:51,4172.71,240.64,0.0,3932.07
O00009001,S00366250,U000639,2025-12-10T19:37:16,1338.3,80.23,42.75,1300.82
O00009002,S00366299,,2025-12-11T14:05:59,931.8,56.12,82.03,957.71
O00009003,S00366306,U000472,2025-12-11T11:29:00,6520.28,464.76,0.0,6055.52
O00009004,S00366580,,2025-12-13T19:57:19,11043.09,595.05,0.0,10448.04
O00009005,S00366766,,2025-12-15T05:34:53,2324.72,200.18,0.0,2124.54
O00009006,S00366782,U000614,2025-12-15T03:18:50,16399.37,1374.95,0.0,15024.42
O00009007,S00366799,U000127,2025-12-15T19:23:40,8889.38,799.42,0.0,8089.96
O00009008,S00366820,,2025-12-15T09:14:39,3094.07,327.88,0.0,2766.19
O00009009,S00366883,U000973,2025-12-15T15:30:14,3872.39,371.47,0.0,3500.92
O00009010,S00366892,,2025-12-15T22:41:06,3363.61,102.15,0.0,3261.46
O00009011,S00366971,,2025-12-16T13:00:22,2189.09,288.9,0.0,1900.18
O00009012,S00366990,U002257,2025-12-17T12:41:04,8021.64,394.45,0.0,7627.19
O00009013,S00367042,U000788,2025-12-17T08:10:20,1125.58,78.48,52.43,1099.53
O00009014,S00367059,U002393,2025-12-17T04:48:06,12750.06,987.37,0.0,11762.69
O00009015,S00367060,U001094,2025-12-17T11:43:32,6275.12,294.31,0.0,5980.81
O00009016,S00367122,U001521,2025-12-18T09:33:00,2175.71,209.93,0.0,1965.78
O00009017,S00367141,U002329,2025-12-18T12:32:24,5323.56,491.03,0.0,4832.53
O00009018,S00367201,U002225,2025-12-18T01:59:45,2928.06,202.84,0.0,2725.22
O00009019,S00367226,U001813,2025-12-19T02:03:52,3560.12,298.9,0.0,3261.22
O00009020,S00367535,U001782,2025-12-21T15:29:08,3599.89,186.58,0.0,3413.31
O00009021,S00367635,U002102,2025-12-22T07:36:19,3249.77,286.9,0.0,2962.87
O00009022,S00367649,U001083,2025-12-22T09:16:38,4574.83,376.85,0.0,4197.98
O00009023,S00367738,U001454,2025-12-23T00:52:56,4459.71,337.99,0.0,4121.72
O00009024,S00367781,,2025-12-23T21:45:57,5897.03,485.5,0.0,5411.53
O00009025,S00367796,U000593,2025-12-23T09:40:42,693.77,61.25,43.46,675.98
O00009026,S00367799,,2025-12-23T21:49:09,7304.45,284.4,0.0,7020.05
O00009027,S00367810,U000404,2025-12-23T23:57:35,7277.61,484.64,0.0,6792.97
O00009028,S00367848,U002412,2025-12-23T02:52:04,8966.1,509.13,0.0,8456.97
O00009029,S00367904,U000373,2025-12-24T15:18:58,1504.99,128.25,47.33,1424.07
O00009030,S00367989,U002102,2025-12-25T18:17:07,9744.32,800.41,0.0,8943.91
O00009031,S00368084,U001918,2025-12-25T08:34:05,9358.68,384.96,0.0,8973.72
O00009032,S00368134,U000544,2025-12-26T20:42:50,2189.09,242.91,0.0,1946.17
O00009033,S00368205,U000132,2025-12-26T02:03:39,4429.41,670.26,0.0,3759.15
O00009034,S00368207,U001308,2025-12-26T08:18:45,12885.56,1599.9,0.0,11285.66
O00009035,S00368213,U000898,2025-12-26T03:02:00,792.25,111.3,75.04,755.99
O00009036,S00368318,,2025-12-27T03:32:54,1685.5,153.09,84.21,1616.62
O00009037,S00368556,U001609,2025-12-29T00:17:41,3801.27,494.94,0.0,3306.33
O00009038,S00368592,U001134,2025-12-29T23:59:55,6954.83,1068.28,0.0,5886.55
O00009039,S00368887,U002078,2025-12-31T17:41:57,9996.38,1353.93,0.0,8642.44
O00009040,S00368999,U001400,2026-01-01T05:45:41,4150.51,565.9,0.0,3584.61
O00009041,S00369147,U000613,2026-01-02T15:55:45,4923.09,303.73,0.0,4619.36
O00009042,S00369403,U002454,2026-01-05T01:23:00,2730.49,238.28,0.0,2492.21
O00009043,S00369489,U001727,2026-01-06T19:46:39,3894.51,279.85,0.0,3614.66
O00009044,S00369504,U000224,2026-01-06T09:11:31,5895.82,324.75,0.0,5571.07
O00009045,S00369560,,2026-01-06T09:01:54,3954.22,375.01,0.0,3579.21
O00009046,S00369582,,2026-01-06T09:21:39,3640.49,238.91,0.0,3401.59
O00009047,S00369612,U000459,2026-01-06T06:47:42,4433.37,268.59,0.0,4164.78
O00009048,S00369615,U000044,2026-01-07T07:11:22,4426.58,335.92,0.0,4090.66
O00009049,S00369649,U000723,2026-01-07T00:44:38,5188.82,449.14,0.0,4739.68
O00009050,S00369721,U000560,2026-01-07T07:55:31,5986.86,506.72,0.0,5480.14
O00009051,S00369936,U000232,2026-01-09T13:38:48,516.87,30.14,117.72,604.45
O00009052,S00369937,U001661,2026-01-09T01:01:11,2027.77,127.49,0.0,1900.28
O00009053,S00370156,U002268,2026-01-11T16:36:08,3972.93,179.63,0.0,3793.3
O00009054,S00370255,U000022,2026-01-12T15:45:53,6021.2,438.98,0.0,5582.22
O00009055,S00370582,,2026-01-15T02:59:20,858.8,54.95,54.84,858.69
O00009056,S00370664,,2026-01-16T10:03:59,7199.95,544.53,0.0,6655.42
O00009057,S00370725,U000599,2026-01-16T21:33:43,8291.18,491.56,0.0,7799.62
O00009058,S00370769,U002060,2026-01-16T14:57:42,12149.07,895.88,0.0,11253.19
O00009059,S00370852,U002080,2026-01-17T11:36:31,2329.85,148.7,0.0,2181.15
O00009060,S00371035,U000397,2026-01-18T21:49:05,9439.43,793.79,0.0,8645.64
O00009061,S00371169,,2026-01-19T02:46:44,9503.35,742.29,0.0,8761.06
O00009062,S00371238,U001189,2026-01-20T15:46:37,14839.13,1112.69,0.0,156595.1
O00009063,S00371460,,2026-01-21T05:33:44,1311.74,51.58,59.97,1320.13
O00009064,S00371477,U000413,2026-01-21T09:20:43,1694.17,47.02,37.72,1684.87
O00009065,S00371535,U002554,2026-01-22T06:34:38,1854.67,77.24,75.71,1853.14
O00009066,S00371580,U001536,2026-01-22T09:11:27,4935.99,663.93,0.0,4272.06
O00009067,S00371626,U000763,2026-01-23T18:46:42,6458.75,467.69,0.0,5991.06
O00009068,S00371659,U002094,2026-01-24T13:50:58,901.29,54.06,98.94,946.17
O00009069,S00371720,,2026-01-24T08:05:33,8526.1,725.74,0.0,7800.36
O00009070,S00371737,U002564,2026-01-24T15:07:43,3245.48,221.78,0.0,3023.7
O00009071,S00371750,,2026-01-24T19:53:00,8105.14,508.38,0.0,7596.76
O00009072,S00371808,U001600,2026-01-25T09:28:21,4672.71,309.89,0.0,4362.82
O00009073,S00371836,U000898,2026-01-25T08:31:05,1203.25,74.76,62.88,1191.37
O00009074,S00371848,U000541,2026-01-25T04:49:13,5224.54,352.55,0.0,4871.99
O00009075,S00371949,,2026-01-26T06:53:46,4986.53,265.3,0.0,4721.23
O00009076,S00371998,,2026-01-26T19:57:19,10808.01,549.69,0.0,10258.32
O00009077,S00372051,U001788,2026-01-26T19:05:45,7694.68,648.47,0.0,7046.21
O00009078,S00372136,U000062,2026-01-27T09:03:13,15124.21,950.71,0.0,14173.5
O00009079,S00372220,U002147,2026-01-28T07:30:24,5070.03,288.49,0.0,4781.54
O00009080,S00372262,U000232,2026-01-28T06:24:22,932.61,71.83,112.3,973.08
O00009081,S00372323,U000611,2026-01-29T10:18:44,1944.3,201.08,62.78,1806.0
O00009082,S00372354,U002349,2026-01-29T05:17:07,1559.41,139.09,48.76,1469.08
O00009083,S00372391,U001405,2026-01-30T15:10:06,5750.71,341.67,0.0,5409.04
O00009084,S00372393,,2026-01-30T13:54:48,3467.31,159.57,0.0,3307.74
O00009085,S00372474,U001969,2025-07-04T11:24:10,4302.47,606.76,0.0,3695.71
O00009086,S00372536,U001097,2025-07-04T01:34:33,6650.77,860.79,0.0,5789.98
O00009087,S00372577,U002558,2025-07-04T12:01:25,725.56,98.0,64.7,692.26
O00009088,S00372670,U000541,2025-07-05T16:44:35,1115.3,61.63,47.02,1100.69
O00009089,S00372696,U001613,2025-07-05T20:29:56,3795.5,169.73,0.0,3625.77
O00009090,S00372712,U002044,2025-07-05T01:14:47,4758.01,303.79,0.0,4454.22
O00009091,S00372767,U000784,2025-07-06T02:48:08,7199.73,529.0,0.0,6670.73
O00009092,S00372823,,2025-07-07T00:33:14,16497.46,1134.81,0.0,15362.65
O00009093,S00372851,U001589,2025-07-07T01:05:50,12168.94,986.65,0.0,11182.29
O00009094,S00372860,U001623,2025-07-07T21:49:37,4285.51,262.79,0.0,4022.72
O00009095,S00372992,U000074,2025-07-09T05:01:36,1830.48,153.97,81.64,1758.15
O00009096,S00372999,U002383,2025-07-09T17:34:07,3020.34,243.74,0.0,2776.6
O00009097,S00373041,U002526,2025-07-10T06:15:48,4372.85,209.14,0.0,4163.71
O00009098,S00373060,U001003,2025-07-10T13:02:40,1854.67,89.88,97.13,1861.92
O00009099,S00373114,U000337,2025-07-11T09:53:00,8404.01,527.3,0.0,7876.71
O00009100,S00373233,,2025-07-12T13:44:27,8517.2,691.3,0.0,7825.9
O00009101,S00373261,,2025-07-13T20:37:25,1409.7,206.15,79.56,1283.11
O00009102,S00373331,,2025-07-13T12:26:59,4239.8,534.98,0.0,3704.82
O00009103,S00373380,U001422,2025-07-13T09:12:12,9074.21,1106.4,0.0,7967.81
O00009104,S00373435,U001484,2025-07-14T12:57:09,5794.4,351.14,0.0,5443.26
O00009105,S00373476,U000016,2025-07-14T19:33:09,2780.02,245.61,0.0,2534.41
O00009106,S00373607,U001525,2025-07-15T12:53:55,1092.14,73.71,57.79,1076.22
O00009107,S00373687,U000380,2025-07-17T18:44:28,2844.27,229.77,0.0,2614.5
O00009108,S00373770,U001329,2025-07-18T19:14:17,2799.24,180.77,0.0,2618.47
O00009109,S00373791,U000616,2025-07-18T16:26:08,5486.68,359.38,0.0,5127.3
O00009110,S00373866,U001691,2025-07-19T11:45:26,3705.97,225.25,0.0,3480.72
O00009111,S00373949,U000515,2025-07-19T22:55:29,6558.1,396.47,0.0,6161.63
O00009112,S00373966,U000896,2025-07-19T07:03:34,11129.46,744.7,0.0,10384.76
O00009113,S00373977,U002553,2025-07-19T17:23:29,858.8,57.47,36.72,838.05
O00009114,S00374151,U002255,2025-07-21T03:41:20,12634.16,973.0,0.0,11661.16
O00009115,S00374154,U002145,2025-07-21T05:51:28,11591.41,1170.6,0.0,10420.81
O00009116,S00374483,,2025-07-25T23:53:09,15663.78,875.29,0.0,14788.49
O00009117,S00374536,U001865,2025-07-25T07:24:49,6972.14,712.34,0.0,6259.8
O00009118,S00374558,U000152,2025-07-25T05:54:56,700.8,48.46,82.01,734.35
O00009119,S00374798,U001169,2025-07-28T12:36:56,669.05,49.21,97.19,717.03
O00009120,S00374807,U001671,2025-07-28T03:38:48,6789.62,380.3,0.0,6409.32
O00009121,S00374817,U001427,2025-07-28T17:58:57,12329.97,505.0,0.0,11824.97
O00009122,S00374848,,2025-07-28T18:37:38,7062.01,460.21,0.0,6601.8
O00009123,S00374892,U001328,2025-07-28T05:56:56,24847.92,1195.24,0.0,23652.67
O00009124,S00374938,U001610,2025-07-29T14:29:06,7840.56,692.72,0.0,7147.84
O00009125,S00374994,U002595,2025-07-29T03:22:27,2533.78,141.16,0.0,2392.62
O00009126,S00375062,U001689,2025-07-29T17:16:33,3439.0,281.79,0.0,3157.21
O00009127,S00375287,U002498,2025-07-31T20:50:07,7337.05,419.51,0.0,6917.54
O00009128,S00375352,U002418,2025-08-01T23:33:46,2359.12,193.4,0.0,2165.72
O00009129,S00375383,U000418,2025-08-02T11:45:29,5315.42,632.06,0.0,4683.36
O00009130,S00375445,U001807,2025-08-02T08:43:45,9225.1,960.94,0.0,8264.16
O00009131,S00375450,U000101,2025-08-02T00:21:19,3710.07,411.71,0.0,3298.36
O00009132,S00375728,U000642,2025-08-04T08:02:12,5485.79,418.67,0.0,5067.12
O00009133,S00375751,U001418,2025-08-05T18:23:44,7096.58,537.53,0.0,6559.05
O00009134,S00375831,U001616,2025-08-06T02:52:14,10362.88,1086.98,0.0,9275.9
O00009135,S00375892,U000033,2025-08-07T05:25:35,8944.42,713.14,0.0,8231.28
O00009136,S00376010,U001539,2025-08-07T05:49:31,6723.74,552.45,0.0,6171.29
O00009137,S00376017,U000067,2025-08-07T09:58:35,2981.01,203.66,0.0,2777.35
O00009138,S00376020,,2025-08-08T20:15:23,975.37,79.45,102.16,998.07
O00009139,S00376092,U000210,2025-08-08T02:13:13,10000.5,1029.7,0.0,8970.8
O00009140,S00376124,U001185,2025-08-08T11:23:36,10209.24,821.66,0.0,9387.58
O00009141,S00376143,U001480,2025-08-08T17:56:29,7179.02,576.9,0.0,6602.12
O00009142,S00376151,U002304,2025-08-08T21:58:03,13657.67,1047.0,0.0,12610.67
O00009143,S00376192,U001122,2025-08-09T10:01:51,601.63,43.28,77.69,636.04
O00009144,S00376217,U001980,2025-08-09T23:36:02,5141.63,275.67,0.0,4865.96
O00009145,S00376282,U000652,2025-08-09T19:47:07,1720.89,131.17,88.33,1678.05
O00009146,S00376284,U000354,2025-08-09T08:01:03,4276.42,399.61,0.0,3876.81
O00009147,S00376357,U000758,2025-08-10T09:49:18,9180.87,644.05,0.0,8536.82
O00009148,S00376359,U000851,2025-08-10T19:21:03,945.74,71.89,59.68,933.53
O00009149,S00376387,,2025-08-10T20:17:19,8116.41,475.92,0.0,7640.49
O00009150,S00376513,U001948,2025-08-11T10:39:45,11266.87,1644.56,0.0,9622.31
O00009151,S00376545,U002078,2025-08-11T06:35:43,4223.15,561.57,0.0,3661.58
